レシートNo,年月日時分,年月日,年月,年,月,日,曜日,時間帯,時間,商品大分類,商品中分類,商品小分類,商品単価,商品数量,合計金額
549715,2011/4/11 14:40,2011年-04月-11日,2011年-04月,2011年,04月,11日,1_月曜日,14時台,14:40,魚介類,生鮮魚介,かに,1244,1,1244
549715,2011/4/11 14:40,2011年-04月-11日,2011年-04月,2011年,04月,11日,1_月曜日,14時台,14:40,果物,生鮮果物,バナナ,104,12,1248
549716,2011/4/11 14:43,2011年-04月-11日,2011年-04月,2011年,04月,11日,1_月曜日,14時台,14:43,果物,生鮮果物,なし,156,12,1872
549718,2011/4/11 15:03,2011年-04月-11日,2011年-04月,2011年,04月,11日,1_月曜日,15時台,15:03,魚介類,塩干魚介,干しあじ,369,6,2214
549718,2011/4/11 15:03,2011年-04月-11日,2011年-04月,2011年,04月,11日,1_月曜日,15時台,15:03,乳卵類,乳製品,バター,469,4,1876
549720,2011/4/11 15:25,2011年-04月-11日,2011年-04月,2011年,04月,11日,1_月曜日,15時台,15:25,魚介類,生鮮魚介,ぶり,744,1,744
549720,2011/4/11 15:25,2011年-04月-11日,2011年-04月,2011年,04月,11日,1_月曜日,15時台,15:25,果物,果物加工品,果物加工品,994,1,994
549720,2011/4/11 15:25,2011年-04月-11日,2011年-04月,2011年,04月,11日,1_月曜日,15時台,15:25,野菜・海藻,他の野菜・海藻加工品,はくさい漬,206,1,206
549720,2011/4/11 15:25,2011年-04月-11日,2011年-04月,2011年,04月,11日,1_月曜日,15時台,15:25,果物,生鮮果物,なし,156,3,468
549722,2011/4/11 15:59,2011年-04月-11日,2011年-04月,2011年,04月,11日,1_月曜日,15時台,15:59,魚介類,生鮮魚介,ぶり,744,6,4464
549728,2011/4/11 16:15,2011年-04月-11日,2011年-04月,2011年,04月,11日,1_月曜日,16時台,16:15,野菜・海藻,乾物・海藻,他の乾物・海藻,69,4,276
549728,2011/4/11 16:15,2011年-04月-11日,2011年-04月,2011年,04月,11日,1_月曜日,16時台,16:15,野菜・海藻,他の野菜・海藻加工品,はくさい漬,206,4,824
549728,2011/4/11 16:15,2011年-04月-11日,2011年-04月,2011年,04月,11日,1_月曜日,16時台,16:15,野菜・海藻,乾物・海藻,他の乾物・海藻,69,2,138
549728,2011/4/11 16:15,2011年-04月-11日,2011年-04月,2011年,04月,11日,1_月曜日,16時台,16:15,野菜・海藻,乾物・海藻,干しのり,53,25,1325
549729,2011/4/11 16:17,2011年-04月-11日,2011年-04月,2011年,04月,11日,1_月曜日,16時台,16:17,魚介類,生鮮魚介,しじみ,260,3,780
549730,2011/4/11 16:35,2011年-04月-11日,2011年-04月,2011年,04月,11日,1_月曜日,16時台,16:35,魚介類,塩干魚介,干しあじ,369,1,369
549730,2011/4/11 16:35,2011年-04月-11日,2011年-04月,2011年,04月,11日,1_月曜日,16時台,16:35,果物,果物加工品,果物加工品,994,2,1988
549730,2011/4/11 16:35,2011年-04月-11日,2011年-04月,2011年,04月,11日,1_月曜日,16時台,16:35,果物,生鮮果物,りんご,106,2,212
549732,2011/4/11 16:47,2011年-04月-11日,2011年-04月,2011年,04月,11日,1_月曜日,16時台,16:47,果物,生鮮果物,りんご,106,10,1060
549732,2011/4/11 16:47,2011年-04月-11日,2011年-04月,2011年,04月,11日,1_月曜日,16時台,16:47,魚介類,魚肉練製品,ちくわ,81,24,1944
549732,2011/4/11 16:47,2011年-04月-11日,2011年-04月,2011年,04月,11日,1_月曜日,16時台,16:47,魚介類,魚肉練製品,ちくわ,81,24,1944
549733,2011/4/11 16:56,2011年-04月-11日,2011年-04月,2011年,04月,11日,1_月曜日,16時台,16:56,野菜・海藻,乾物・海藻,干しのり,53,10,530
549733,2011/4/11 16:56,2011年-04月-11日,2011年-04月,2011年,04月,11日,1_月曜日,16時台,16:56,肉類,加工肉,ハム,244,4,976
549734,2011/4/11 17:12,2011年-04月-11日,2011年-04月,2011年,04月,11日,1_月曜日,17時台,17:12,乳卵類,乳製品,バター,469,2,938
549734,2011/4/11 17:12,2011年-04月-11日,2011年-04月,2011年,04月,11日,1_月曜日,17時台,17:12,果物,生鮮果物,なし,156,8,1248
549734,2011/4/11 17:12,2011年-04月-11日,2011年-04月,2011年,04月,11日,1_月曜日,17時台,17:12,果物,生鮮果物,りんご,106,16,1696
549734,2011/4/11 17:12,2011年-04月-11日,2011年-04月,2011年,04月,11日,1_月曜日,17時台,17:12,果物,生鮮果物,りんご,106,4,424
549735,2011/4/12 8:42,2011年-04月-12日,2011年-04月,2011年,04月,12日,2_火曜日,08時台,8:42,魚介類,生鮮魚介,さけ,519,50,25950
549737,2011/4/12 9:03,2011年-04月-12日,2011年-04月,2011年,04月,12日,2_火曜日,09時台,9:03,魚介類,生鮮魚介,しじみ,260,20,5200
549740,2011/4/12 9:49,2011年-04月-12日,2011年-04月,2011年,04月,12日,2_火曜日,09時台,9:49,野菜・海藻,他の野菜・海藻加工品,はくさい漬,206,20,4120
549741,2011/4/12 9:53,2011年-04月-12日,2011年-04月,2011年,04月,12日,2_火曜日,09時台,9:53,魚介類,生鮮魚介,かに,1244,2,2488
549741,2011/4/12 9:53,2011年-04月-12日,2011年-04月,2011年,04月,12日,2_火曜日,09時台,9:53,果物,生鮮果物,ぶどう,619,3,1857
549741,2011/4/12 9:53,2011年-04月-12日,2011年-04月,2011年,04月,12日,2_火曜日,09時台,9:53,果物,生鮮果物,ぶどう,619,4,2476
549741,2011/4/12 9:53,2011年-04月-12日,2011年-04月,2011年,04月,12日,2_火曜日,09時台,9:53,肉類,加工肉,ハム,244,6,1464
549742,2011/4/12 10:01,2011年-04月-12日,2011年-04月,2011年,04月,12日,2_火曜日,10時台,10:01,野菜・海藻,生鮮野菜,じゃがいも,263,36,9468
549742,2011/4/12 10:01,2011年-04月-12日,2011年-04月,2011年,04月,12日,2_火曜日,10時台,10:01,乳卵類,乳製品,バター,469,12,5628
549742,2011/4/12 10:01,2011年-04月-12日,2011年-04月,2011年,04月,12日,2_火曜日,10時台,10:01,乳卵類,乳製品,バター,469,12,5628
549743,2011/4/12 10:05,2011年-04月-12日,2011年-04月,2011年,04月,12日,2_火曜日,10時台,10:05,肉類,加工肉,ハム,244,10,2440
549744,2011/4/12 10:30,2011年-04月-12日,2011年-04月,2011年,04月,12日,2_火曜日,10時台,10:30,魚介類,塩干魚介,干しあじ,369,12,4428
549745,2011/4/12 10:33,2011年-04月-12日,2011年-04月,2011年,04月,12日,2_火曜日,10時台,10:33,肉類,加工肉,ハム,244,10,2440
549746,2011/4/12 10:38,2011年-04月-12日,2011年-04月,2011年,04月,12日,2_火曜日,10時台,10:38,乳卵類,卵,卵,319,24,7656
549746,2011/4/12 10:38,2011年-04月-12日,2011年-04月,2011年,04月,12日,2_火曜日,10時台,10:38,乳卵類,乳製品,チーズ,956,12,11472
549746,2011/4/12 10:38,2011年-04月-12日,2011年-04月,2011年,04月,12日,2_火曜日,10時台,10:38,野菜・海藻,生鮮野菜,にんじん,181,48,8688
549746,2011/4/12 10:38,2011年-04月-12日,2011年-04月,2011年,04月,12日,2_火曜日,10時台,10:38,乳卵類,卵,卵,319,24,7656
549749,2011/4/12 10:45,2011年-04月-12日,2011年-04月,2011年,04月,12日,2_火曜日,10時台,10:45,魚介類,生鮮魚介,しじみ,260,10,2600
549749,2011/4/12 10:45,2011年-04月-12日,2011年-04月,2011年,04月,12日,2_火曜日,10時台,10:45,野菜・海藻,他の野菜・海藻加工品,はくさい漬,206,10,2060
549749,2011/4/12 10:45,2011年-04月-12日,2011年-04月,2011年,04月,12日,2_火曜日,10時台,10:45,魚介類,魚肉練製品,ちくわ,81,16,1296
549749,2011/4/12 10:45,2011年-04月-12日,2011年-04月,2011年,04月,12日,2_火曜日,10時台,10:45,乳卵類,乳製品,バター,469,4,1876
549750,2011/4/12 10:48,2011年-04月-12日,2011年-04月,2011年,04月,12日,2_火曜日,10時台,10:48,魚介類,塩干魚介,干しあじ,369,1,369
549750,2011/4/12 10:48,2011年-04月-12日,2011年-04月,2011年,04月,12日,2_火曜日,10時台,10:48,肉類,加工肉,ソーセージ,494,1,494
549750,2011/4/12 10:48,2011年-04月-12日,2011年-04月,2011年,04月,12日,2_火曜日,10時台,10:48,魚介類,生鮮魚介,ぶり,744,1,744
549751,2011/4/12 10:58,2011年-04月-12日,2011年-04月,2011年,04月,12日,2_火曜日,10時台,10:58,野菜・海藻,生鮮野菜,じゃがいも,263,6,1578
549751,2011/4/12 10:58,2011年-04月-12日,2011年-04月,2011年,04月,12日,2_火曜日,10時台,10:58,魚介類,魚肉練製品,ちくわ,81,24,1944
549754,2011/4/12 11:32,2011年-04月-12日,2011年-04月,2011年,04月,12日,2_火曜日,11時台,11:32,野菜・海藻,乾物・海藻,干しのり,53,12,636
549754,2011/4/12 11:32,2011年-04月-12日,2011年-04月,2011年,04月,12日,2_火曜日,11時台,11:32,野菜・海藻,生鮮野菜,じゃがいも,263,12,3156
549754,2011/4/12 11:32,2011年-04月-12日,2011年-04月,2011年,04月,12日,2_火曜日,11時台,11:32,野菜・海藻,乾物・海藻,干しのり,53,25,1325
549755,2011/4/12 11:34,2011年-04月-12日,2011年-04月,2011年,04月,12日,2_火曜日,11時台,11:34,野菜・海藻,他の野菜・海藻加工品,はくさい漬,206,12,2472
549771,2011/4/12 11:43,2011年-04月-12日,2011年-04月,2011年,04月,12日,2_火曜日,11時台,11:43,魚介類,生鮮魚介,しじみ,260,1,260
549771,2011/4/12 11:43,2011年-04月-12日,2011年-04月,2011年,04月,12日,2_火曜日,11時台,11:43,魚介類,生鮮魚介,しじみ,260,2,520
549771,2011/4/12 11:43,2011年-04月-12日,2011年-04月,2011年,04月,12日,2_火曜日,11時台,11:43,魚介類,生鮮魚介,かに,1244,1,1244
549771,2011/4/12 11:43,2011年-04月-12日,2011年-04月,2011年,04月,12日,2_火曜日,11時台,11:43,果物,生鮮果物,ぶどう,619,2,1238
549771,2011/4/12 11:43,2011年-04月-12日,2011年-04月,2011年,04月,12日,2_火曜日,11時台,11:43,果物,生鮮果物,かき(果物),49,6,294
549787,2011/4/12 11:58,2011年-04月-12日,2011年-04月,2011年,04月,12日,2_火曜日,11時台,11:58,果物,生鮮果物,かき(果物),49,2,98
549789,2011/4/12 12:00,2011年-04月-12日,2011年-04月,2011年,04月,12日,2_火曜日,12時台,12:00,魚介類,生鮮魚介,さけ,519,4,2076
549789,2011/4/12 12:00,2011年-04月-12日,2011年-04月,2011年,04月,12日,2_火曜日,12時台,12:00,果物,生鮮果物,なし,156,10,1560
549789,2011/4/12 12:00,2011年-04月-12日,2011年-04月,2011年,04月,12日,2_火曜日,12時台,12:00,野菜・海藻,他の野菜・海藻加工品,はくさい漬,206,10,2060
549790,2011/4/12 12:02,2011年-04月-12日,2011年-04月,2011年,04月,12日,2_火曜日,12時台,12:02,野菜・海藻,乾物・海藻,干しのり,53,12,636
549790,2011/4/12 12:02,2011年-04月-12日,2011年-04月,2011年,04月,12日,2_火曜日,12時台,12:02,果物,生鮮果物,ぶどう,619,4,2476
549790,2011/4/12 12:02,2011年-04月-12日,2011年-04月,2011年,04月,12日,2_火曜日,12時台,12:02,肉類,加工肉,ソーセージ,494,4,1976
549790,2011/4/12 12:02,2011年-04月-12日,2011年-04月,2011年,04月,12日,2_火曜日,12時台,12:02,野菜・海藻,乾物・海藻,干しのり,53,24,1272
549790,2011/4/12 12:02,2011年-04月-12日,2011年-04月,2011年,04月,12日,2_火曜日,12時台,12:02,野菜・海藻,生鮮野菜,じゃがいも,263,6,1578
549813,2011/4/12 12:16,2011年-04月-12日,2011年-04月,2011年,04月,12日,2_火曜日,12時台,12:16,果物,生鮮果物,りんご,106,1,106
549813,2011/4/12 12:16,2011年-04月-12日,2011年-04月,2011年,04月,12日,2_火曜日,12時台,12:16,野菜・海藻,生鮮野菜,じゃがいも,263,1,263
549825,2011/4/12 12:47,2011年-04月-12日,2011年-04月,2011年,04月,12日,2_火曜日,12時台,12:47,果物,生鮮果物,なし,156,12,1872
549826,2011/4/12 12:53,2011年-04月-12日,2011年-04月,2011年,04月,12日,2_火曜日,12時台,12:53,果物,果物加工品,果物加工品,994,1,994
549829,2011/4/12 12:56,2011年-04月-12日,2011年-04月,2011年,04月,12日,2_火曜日,12時台,12:56,魚介類,生鮮魚介,ぶり,744,2,1488
549829,2011/4/12 12:56,2011年-04月-12日,2011年-04月,2011年,04月,12日,2_火曜日,12時台,12:56,野菜・海藻,乾物・海藻,干しのり,53,25,1325
549831,2011/4/12 13:10,2011年-04月-12日,2011年-04月,2011年,04月,12日,2_火曜日,13時台,13:10,果物,生鮮果物,なし,156,12,1872
549831,2011/4/12 13:10,2011年-04月-12日,2011年-04月,2011年,04月,12日,2_火曜日,13時台,13:10,野菜・海藻,生鮮野菜,じゃがいも,263,12,3156
549831,2011/4/12 13:10,2011年-04月-12日,2011年-04月,2011年,04月,12日,2_火曜日,13時台,13:10,魚介類,生鮮魚介,他の鮮魚,794,2,1588
549832,2011/4/12 13:10,2011年-04月-12日,2011年-04月,2011年,04月,12日,2_火曜日,13時台,13:10,野菜・海藻,他の野菜・海藻加工品,はくさい漬,206,12,2472
549833,2011/4/12 13:19,2011年-04月-12日,2011年-04月,2011年,04月,12日,2_火曜日,13時台,13:19,野菜・海藻,乾物・海藻,干しのり,53,25,1325
549833,2011/4/12 13:19,2011年-04月-12日,2011年-04月,2011年,04月,12日,2_火曜日,13時台,13:19,野菜・海藻,生鮮野菜,じゃがいも,263,12,3156
549833,2011/4/12 13:19,2011年-04月-12日,2011年-04月,2011年,04月,12日,2_火曜日,13時台,13:19,果物,生鮮果物,なし,156,12,1872
549833,2011/4/12 13:19,2011年-04月-12日,2011年-04月,2011年,04月,12日,2_火曜日,13時台,13:19,果物,果物加工品,果物加工品,994,6,5964
549836,2011/4/12 13:32,2011年-04月-12日,2011年-04月,2011年,04月,12日,2_火曜日,13時台,13:32,魚介類,魚肉練製品,ちくわ,81,5,405
549836,2011/4/12 13:32,2011年-04月-12日,2011年-04月,2011年,04月,12日,2_火曜日,13時台,13:32,肉類,生鮮肉,牛肉,1031,1,1031
549836,2011/4/12 13:32,2011年-04月-12日,2011年-04月,2011年,04月,12日,2_火曜日,13時台,13:32,魚介類,魚肉練製品,ちくわ,81,5,405
549836,2011/4/12 13:32,2011年-04月-12日,2011年-04月,2011年,04月,12日,2_火曜日,13時台,13:32,魚介類,生鮮魚介,ぶり,744,2,1488
549837,2011/4/12 13:38,2011年-04月-12日,2011年-04月,2011年,04月,12日,2_火曜日,13時台,13:38,果物,生鮮果物,なし,156,12,1872
549837,2011/4/12 13:38,2011年-04月-12日,2011年-04月,2011年,04月,12日,2_火曜日,13時台,13:38,乳卵類,乳製品,バター,469,4,1876
549839,2011/4/12 13:45,2011年-04月-12日,2011年-04月,2011年,04月,12日,2_火曜日,13時台,13:45,野菜・海藻,生鮮野菜,にんじん,181,8,1448
549839,2011/4/12 13:45,2011年-04月-12日,2011年-04月,2011年,04月,12日,2_火曜日,13時台,13:45,乳卵類,卵,卵,319,6,1914
549842,2011/4/12 13:55,2011年-04月-12日,2011年-04月,2011年,04月,12日,2_火曜日,13時台,13:55,野菜・海藻,生鮮野菜,じゃがいも,263,12,3156
549843,2011/4/12 14:04,2011年-04月-12日,2011年-04月,2011年,04月,12日,2_火曜日,14時台,14:04,野菜・海藻,生鮮野菜,トマト,281,8,2248
549844,2011/4/12 14:17,2011年-04月-12日,2011年-04月,2011年,04月,12日,2_火曜日,14時台,14:17,野菜・海藻,生鮮野菜,他の根菜,681,2,1362
549844,2011/4/12 14:17,2011年-04月-12日,2011年-04月,2011年,04月,12日,2_火曜日,14時台,14:17,果物,生鮮果物,なし,156,6,936
549844,2011/4/12 14:17,2011年-04月-12日,2011年-04月,2011年,04月,12日,2_火曜日,14時台,14:17,魚介類,生鮮魚介,ぶり,744,2,1488
549844,2011/4/12 14:17,2011年-04月-12日,2011年-04月,2011年,04月,12日,2_火曜日,14時台,14:17,果物,生鮮果物,りんご,106,6,636
549844,2011/4/12 14:17,2011年-04月-12日,2011年-04月,2011年,04月,12日,2_火曜日,14時台,14:17,果物,生鮮果物,ぶどう,619,2,1238
549845,2011/4/12 14:22,2011年-04月-12日,2011年-04月,2011年,04月,12日,2_火曜日,14時台,14:22,乳卵類,牛乳,牛乳,211,24,5064
549847,2011/4/12 14:43,2011年-04月-12日,2011年-04月,2011年,04月,12日,2_火曜日,14時台,14:43,魚介類,生鮮魚介,かに,1244,2,2488
549851,2011/4/12 15:08,2011年-04月-12日,2011年-04月,2011年,04月,12日,2_火曜日,15時台,15:08,魚介類,生鮮魚介,かに,1244,2,2488
549851,2011/4/12 15:08,2011年-04月-12日,2011年-04月,2011年,04月,12日,2_火曜日,15時台,15:08,野菜・海藻,乾物・海藻,干しのり,53,12,636
549852,2011/4/12 15:08,2011年-04月-12日,2011年-04月,2011年,04月,12日,2_火曜日,15時台,15:08,魚介類,塩干魚介,干しあじ,369,6,2214
549851,2011/4/12 15:08,2011年-04月-12日,2011年-04月,2011年,04月,12日,2_火曜日,15時台,15:08,野菜・海藻,乾物・海藻,干しのり,53,12,636
549874,2011/4/12 15:23,2011年-04月-12日,2011年-04月,2011年,04月,12日,2_火曜日,15時台,15:23,魚介類,塩干魚介,干しあじ,369,4,1476
549874,2011/4/12 15:23,2011年-04月-12日,2011年-04月,2011年,04月,12日,2_火曜日,15時台,15:23,果物,生鮮果物,なし,156,2,312
549874,2011/4/12 15:23,2011年-04月-12日,2011年-04月,2011年,04月,12日,2_火曜日,15時台,15:23,野菜・海藻,生鮮野菜,じゃがいも,263,2,526
549874,2011/4/12 15:23,2011年-04月-12日,2011年-04月,2011年,04月,12日,2_火曜日,15時台,15:23,野菜・海藻,生鮮野菜,じゃがいも,263,2,526
549874,2011/4/12 15:23,2011年-04月-12日,2011年-04月,2011年,04月,12日,2_火曜日,15時台,15:23,果物,果物加工品,果物加工品,994,2,1988
549874,2011/4/12 15:23,2011年-04月-12日,2011年-04月,2011年,04月,12日,2_火曜日,15時台,15:23,果物,果物加工品,果物加工品,994,2,1988
549874,2011/4/12 15:23,2011年-04月-12日,2011年-04月,2011年,04月,12日,2_火曜日,15時台,15:23,肉類,加工肉,ハム,244,2,488
549881,2011/4/12 15:30,2011年-04月-12日,2011年-04月,2011年,04月,12日,2_火曜日,15時台,15:30,肉類,加工肉,ハム,244,12,2928
549881,2011/4/12 15:30,2011年-04月-12日,2011年-04月,2011年,04月,12日,2_火曜日,15時台,15:30,野菜・海藻,乾物・海藻,干しのり,53,12,636
549881,2011/4/12 15:30,2011年-04月-12日,2011年-04月,2011年,04月,12日,2_火曜日,15時台,15:30,野菜・海藻,生鮮野菜,じゃがいも,263,8,2104
549881,2011/4/12 15:30,2011年-04月-12日,2011年-04月,2011年,04月,12日,2_火曜日,15時台,15:30,乳卵類,乳製品,バター,469,4,1876
549881,2011/4/12 15:30,2011年-04月-12日,2011年-04月,2011年,04月,12日,2_火曜日,15時台,15:30,果物,生鮮果物,りんご,106,24,2544
549901,2011/4/12 16:17,2011年-04月-12日,2011年-04月,2011年,04月,12日,2_火曜日,16時台,16:17,果物,生鮮果物,なし,156,4,624
549901,2011/4/12 16:17,2011年-04月-12日,2011年-04月,2011年,04月,12日,2_火曜日,16時台,16:17,野菜・海藻,乾物・海藻,他の乾物・海藻,69,4,276
549901,2011/4/12 16:17,2011年-04月-12日,2011年-04月,2011年,04月,12日,2_火曜日,16時台,16:17,野菜・海藻,生鮮野菜,じゃがいも,263,2,526
549901,2011/4/12 16:17,2011年-04月-12日,2011年-04月,2011年,04月,12日,2_火曜日,16時台,16:17,果物,生鮮果物,なし,156,2,312
549906,2011/4/12 16:28,2011年-04月-12日,2011年-04月,2011年,04月,12日,2_火曜日,16時台,16:28,野菜・海藻,他の野菜・海藻加工品,はくさい漬,206,1,206
549906,2011/4/12 16:28,2011年-04月-12日,2011年-04月,2011年,04月,12日,2_火曜日,16時台,16:28,野菜・海藻,乾物・海藻,干しのり,53,12,636
549906,2011/4/12 16:28,2011年-04月-12日,2011年-04月,2011年,04月,12日,2_火曜日,16時台,16:28,果物,果物加工品,果物加工品,994,1,994
549906,2011/4/12 16:28,2011年-04月-12日,2011年-04月,2011年,04月,12日,2_火曜日,16時台,16:28,野菜・海藻,生鮮野菜,にんじん,181,1,181
549909,2011/4/12 16:43,2011年-04月-12日,2011年-04月,2011年,04月,12日,2_火曜日,16時台,16:43,魚介類,生鮮魚介,かに,1244,1,1244
