注文番号,店舗名,来店曜日,来店時間帯,滞留時間,性別,年齢層,年齢,合計金額,フラグ
713,02B,07日,02日中,729.48,01男,03青年,26,293,0
717,02B,05金,01朝,303.23,01男,03青年,35,698,0
720,02B,01月,03夜間,2425,01男,01小児,11,247,0
731,02B,01月,03夜間,233.99,01男,04中年,36,214,0
733,02B,07日,03夜間,2096,01男,02中高生,18,147,0
736,02B,07日,03夜間,84.11,01男,05壮年,67,1127,0
742,02B,07日,03夜間,606.71,01男,04中年,57,1532,0
745,02B,01月,02日中,426.49,01男,05壮年,66,962,0
749,02B,03水,03夜間,372.44,01男,03青年,20,820,0
758,02B,02火,01朝,586.49,01男,04中年,48,490,0
766,02B,04木,03夜間,242.32,01男,04中年,48,1147,0
774,02B,07日,03夜間,766,01男,01小児,11,555,0
781,02B,06土,02日中,573.08,01男,01小児,7,274,0
782,02B,02火,02日中,852.1,01男,01小児,9,670,0
785,02B,06土,03夜間,875,01男,01小児,11,652,0
797,02B,07日,03夜間,94.98,01男,04中年,41,1268,0
800,02B,01月,01朝,244.37,01男,05壮年,64,571,0
809,02B,01月,01朝,321.78,01男,04中年,49,236,0
812,02B,04木,03夜間,426,01男,02中高生,16,420,0
831,02B,04木,02日中,870.17,01男,02中高生,16,264,0
833,02B,04木,01朝,440.09,01男,05壮年,63,650,0
843,02B,02火,03夜間,503.29,01男,04中年,42,1230,0
845,02B,04木,02日中,1358.55,01男,02中高生,18,297,0
851,02B,02火,03夜間,1904,01男,01小児,12,170,0
852,02B,02火,03夜間,256.5,01男,04中年,49,609,0
855,02B,05金,01朝,197.93,01男,05壮年,64,262,0
860,02B,02火,02日中,945.98,01男,02中高生,18,133,0
866,02B,06土,02日中,307.84,01男,02中高生,16,477,0
867,02B,05金,01朝,135.95,01男,03青年,22,342,0
872,02B,05金,03夜間,151.26,01男,05壮年,61,636,0
876,02B,02火,03夜間,454.18,01男,04中年,44,1302,0
878,02B,01月,03夜間,581.19,01男,04中年,42,1701,0
883,02B,01月,03夜間,369.09,01男,03青年,28,711,0
884,02B,02火,03夜間,494.22,01男,04中年,47,1268,0
886,02B,04木,02日中,163.06,01男,03青年,21,247,0
897,02B,06土,03夜間,451.86,01男,03青年,34,268,0
899,02B,06土,03夜間,223.55,01男,03青年,24,562,0
906,02B,03水,02日中,811.17,01男,02中高生,15,342,0
914,02B,01月,03夜間,186.65,01男,04中年,48,681,0
924,02B,02火,03夜間,1592,01男,02中高生,16,73,0
931,02B,04木,03夜間,297.95,01男,03青年,19,710,0
945,02B,06土,03夜間,1394,01男,02中高生,14,311,0
951,02B,03水,03夜間,92,01男,02中高生,14,246,0
953,02B,05金,03夜間,427.84,01男,04中年,46,1032,0
954,02B,03水,03夜間,89.59,01男,04中年,43,1010,0
962,02B,03水,03夜間,174.58,01男,03青年,20,543,0
963,02B,05金,02日中,1004.7,01男,04中年,53,192,0
976,02B,04木,01朝,444.63,01男,04中年,43,879,0
978,02B,03水,03夜間,236.01,01男,04中年,45,1320,0
981,02B,02火,03夜間,331.79,01男,05壮年,61,1163,0
994,02B,04木,03夜間,1056.1,01男,05壮年,62,486,0
995,02B,06土,03夜間,166.71,01男,04中年,38,614,0
998,02B,05金,01朝,203.72,01男,03青年,20,666,0
1009,02B,02火,02日中,880.66,01男,03青年,34,481,0
1010,02B,01月,01朝,1248.24,01男,02中高生,18,183,0
1013,02B,02火,02日中,391.92,01男,04中年,58,336,0
1031,02B,06土,01朝,256.65,01男,03青年,34,927,0
1035,02B,04木,02日中,462.89,01男,01小児,12,378,0
1038,02B,01月,01朝,187.01,01男,03青年,22,701,0
1044,02B,01月,03夜間,50,01男,02中高生,13,308,0
1052,02B,07日,03夜間,958.62,01男,04中年,37,875,0
1058,02B,03水,02日中,220.38,01男,02中高生,13,189,0
1062,02B,05金,03夜間,265.82,01男,03青年,22,225,0
1067,02B,03水,02日中,211.76,01男,05壮年,64,629,0
1069,02B,06土,01朝,117.51,01男,03青年,21,294,0
1071,02B,04木,03夜間,2173,01男,02中高生,17,105,0
1089,02B,03水,03夜間,1224,01男,01小児,11,779,0
1094,02B,02火,03夜間,258.16,01男,05壮年,68,258,0
1104,02B,07日,03夜間,1350,01男,01小児,11,403,0
1108,02B,02火,03夜間,240.26,01男,03青年,19,966,0
1109,02B,06土,02日中,1057.44,01男,04中年,54,144,0
1118,02B,02火,03夜間,478.11,01男,04中年,43,1806,0
1120,02B,02火,03夜間,287.41,01男,04中年,43,542,0
1122,02B,07日,02日中,779.57,01男,02中高生,18,525,0
1129,02B,01月,01朝,448.3,01男,05壮年,62,827,0
1131,02B,03水,02日中,1000.05,01男,04中年,53,224,0
1134,02B,01月,03夜間,131.06,01男,04中年,37,1368,0
1139,02B,01月,01朝,671.72,01男,03青年,24,816,0
1141,02B,05金,03夜間,319.89,01男,04中年,40,161,0
1147,02B,02火,01朝,158.54,01男,05壮年,65,510,0
1148,02B,05金,01朝,173.44,01男,03青年,21,327,0
1152,02B,01月,02日中,583.84,01男,05壮年,61,459,0
1160,02B,06土,03夜間,31.49,01男,03青年,21,554,0
1163,02B,02火,01朝,1014.21,01男,01小児,4,340,0
1165,02B,07日,01朝,1121.59,01男,04中年,44,145,0
1166,02B,07日,01朝,1043.89,01男,03青年,25,490,0
1170,02B,06土,02日中,173.07,01男,03青年,25,951,0
1171,02B,02火,02日中,987.61,01男,04中年,53,417,0
1172,02B,03水,02日中,696.03,01男,05壮年,75,359,0
1186,02B,06土,03夜間,401.03,01男,03青年,19,519,0
1202,02B,06土,03夜間,221.58,01男,04中年,45,483,0
1203,02B,01月,02日中,397.11,01男,05壮年,61,310,0
1205,02B,06土,02日中,861.18,01男,03青年,19,387,0
1208,02B,02火,03夜間,755,01男,02中高生,14,496,0
1212,02B,03水,02日中,1126.27,01男,05壮年,76,319,0
1214,02B,01月,03夜間,260.49,01男,03青年,19,596,0
1225,02B,04木,03夜間,575.54,01男,03青年,21,667,0
1226,02B,06土,03夜間,482.91,01男,03青年,22,747,0
1238,02B,04木,02日中,247.14,01男,04中年,40,577,0
1252,02B,02火,02日中,994.61,01男,02中高生,16,228,0
1253,02B,06土,03夜間,177.22,01男,05壮年,61,1466,0
1254,02B,04木,02日中,263.18,01男,02中高生,18,488,0
1257,02B,04木,02日中,982.26,01男,01小児,9,821,0
1258,02B,06土,03夜間,367.77,01男,04中年,37,206,0
1259,02B,05金,02日中,624.56,01男,02中高生,18,453,0
1264,02B,04木,03夜間,30.65,01男,03青年,22,463,0
1271,02B,07日,03夜間,309.14,01男,03青年,31,481,0
1274,02B,06土,02日中,383.49,01男,02中高生,18,138,0
1277,02B,03水,03夜間,323.87,01男,03青年,32,459,0
1305,02B,05金,03夜間,419.64,01男,04中年,46,1134,0
1310,02B,05金,02日中,865.85,01男,02中高生,15,326,0
1314,02B,02火,03夜間,348.07,01男,04中年,47,915,0
1316,02B,02火,03夜間,384.49,01男,04中年,37,492,0
1321,02B,03水,02日中,1365.99,01男,05壮年,97,317,0
1341,02B,02火,03夜間,249.51,01男,03青年,22,259,0
1346,02B,04木,02日中,452.35,01男,04中年,58,134,0
1347,02B,04木,03夜間,37.59,01男,03青年,21,902,0
1351,02B,03水,03夜間,544.65,01男,05壮年,67,538,0
1362,02B,03水,03夜間,2133,01男,01小児,11,187,0
1364,02B,05金,02日中,754.68,01男,05壮年,87,315,0
1365,02B,01月,03夜間,432,01男,04中年,46,579,0
1368,02B,03水,03夜間,438.11,01男,03青年,33,720,0
1369,02B,02火,02日中,427.21,01男,01小児,7,354,0
1372,02B,01月,03夜間,40.59,01男,03青年,20,629,0
1382,02B,05金,03夜間,339.35,01男,04中年,38,526,0
1390,02B,02火,02日中,489.4,01男,03青年,21,777,0
1406,02B,06土,02日中,311.71,01男,02中高生,18,528,0
1407,02B,06土,03夜間,624.46,01男,02中高生,14,278,0
1408,02B,05金,03夜間,178.75,01男,04中年,50,893,0
1409,02B,02火,03夜間,602.2,01男,02中高生,14,266,0
1417,02B,01月,01朝,419.15,01男,01小児,6,513,0
1418,02B,07日,01朝,469.32,01男,01小児,7,573,0
1429,02B,07日,03夜間,689.33,01男,04中年,41,299,0
1441,02B,07日,03夜間,512.41,01男,03青年,22,192,0
1462,02B,07日,03夜間,140.59,01男,03青年,21,461,0
1464,02B,07日,03夜間,324.34,01男,04中年,46,1008,0
1483,02B,04木,03夜間,568.51,01男,04中年,36,1280,0
1484,02B,01月,02日中,325.42,01男,02中高生,16,368,0
1500,02B,03水,01朝,270.63,01男,04中年,36,592,0
1501,02B,05金,03夜間,697.58,01男,04中年,60,1521,0
1502,02B,05金,02日中,483.34,01男,04中年,40,646,0
1503,02B,02火,01朝,151.35,01男,01小児,8,509,0
1505,02B,04木,03夜間,249.94,01男,04中年,50,877,0
1510,02B,05金,03夜間,456,01男,02中高生,13,831,0
1514,02B,01月,03夜間,699.25,01男,04中年,57,1424,0
1515,02B,03水,03夜間,403,01男,05壮年,69,1730,0
1521,02B,06土,02日中,324.88,01男,04中年,36,151,0
1525,02B,03水,03夜間,821,01男,01小児,11,728,0
1529,02B,07日,03夜間,612,01男,01小児,12,209,0
1540,02B,03水,03夜間,426.63,01男,03青年,20,528,0
1550,02B,05金,02日中,978.82,01男,04中年,52,138,0
1569,02B,04木,03夜間,113.51,01男,03青年,21,677,0
1590,02B,03水,03夜間,329.24,01男,03青年,20,340,0
1591,02B,03水,02日中,438.88,01男,03青年,26,498,0
1599,02B,06土,03夜間,490.21,01男,03青年,21,754,0
1611,02B,07日,03夜間,1807,01男,02中高生,18,179,0
1622,02B,07日,02日中,338.41,01男,02中高生,18,577,0
1625,02B,02火,03夜間,474.84,01男,03青年,23,162,0
1626,02B,02火,03夜間,423.75,01男,04中年,39,134,0
1630,02B,05金,02日中,160.03,01男,02中高生,13,543,0
1636,02B,02火,02日中,752.15,01男,02中高生,17,248,0
1638,02B,01月,03夜間,222.97,01男,05壮年,70,538,0
1642,02B,03水,02日中,1052.61,01男,03青年,25,309,0
1644,02B,04木,03夜間,557.19,01男,03青年,22,509,0
1649,02B,05金,02日中,854.6,01男,02中高生,14,294,0
1658,02B,06土,02日中,478.77,01男,03青年,33,234,0
1672,02B,04木,02日中,451.77,01男,03青年,20,332,0
1683,02B,02火,01朝,566.8,01男,04中年,44,269,0
1684,02B,02火,01朝,993.56,01男,02中高生,15,638,0
1686,02B,06土,01朝,572.86,01男,03青年,31,725,0
1689,02B,01月,03夜間,529.93,01男,04中年,46,391,0
1692,02B,01月,02日中,602.97,01男,01小児,7,149,0
1709,02B,07日,01朝,545.16,01男,05壮年,63,340,0
1714,02B,05金,03夜間,347.03,01男,05壮年,64,1237,0
1715,02B,07日,02日中,1400.14,01男,01小児,11,597,0
1727,02B,03水,02日中,980.23,01男,04中年,53,406,0
1734,02B,06土,02日中,764.19,01男,01小児,11,166,0
1735,02B,04木,03夜間,205.02,01男,03青年,19,211,0
1743,02B,03水,03夜間,993,01男,01小児,10,707,0
1746,02B,07日,03夜間,2547,01男,02中高生,17,284,0
1752,02B,03水,03夜間,1799,01男,02中高生,17,23,0
1764,02B,06土,03夜間,563.26,01男,04中年,54,1691,0
1779,02B,05金,03夜間,324.25,01男,04中年,42,446,0
1790,02B,03水,01朝,402.73,01男,03青年,21,695,0
1793,02B,06土,01朝,302.91,01男,03青年,19,889,0
1797,02B,02火,02日中,1072.41,01男,04中年,53,381,0
1800,02B,04木,03夜間,390.14,01男,04中年,41,467,0
1801,02B,03水,02日中,1108.38,01男,02中高生,14,257,0
1808,02B,03水,03夜間,730,01男,01小児,11,570,0
1813,02B,06土,01朝,197.49,01男,04中年,38,505,0
1817,02B,07日,03夜間,2507,01男,02中高生,18,228,0
1835,02B,06土,02日中,311.37,01男,02中高生,16,263,0
1838,02B,05金,01朝,359.25,01男,02中高生,14,364,0
1851,02B,01月,03夜間,323.67,01男,05壮年,68,908,0
1859,02B,02火,02日中,1389.15,01男,02中高生,18,459,0
1861,02B,02火,02日中,428.05,01男,03青年,22,561,0
1862,02B,07日,03夜間,343.34,01男,04中年,49,323,0
1875,02B,04木,01朝,653.25,01男,04中年,52,961,0
1876,02B,03水,01朝,296.59,01男,04中年,50,236,0
1886,02B,07日,03夜間,810.05,01男,04中年,54,1072,0
1889,02B,06土,02日中,306.28,01男,04中年,43,697,0
1904,02B,05金,01朝,1130.97,01男,03青年,34,311,0
1905,02B,01月,02日中,134.52,01男,02中高生,14,163,0
1910,02B,03水,01朝,670.61,01男,02中高生,15,639,0
1912,02B,03水,03夜間,40.03,01男,04中年,36,449,0
1920,02B,01月,03夜間,186.52,01男,03青年,22,890,0
1925,02B,04木,02日中,893.83,01男,04中年,57,444,0
1944,02B,01月,02日中,760.58,01男,02中高生,16,224,0
1970,02B,02火,03夜間,369.55,01男,04中年,44,1100,0
1979,02B,02火,02日中,1042.93,01男,05壮年,69,574,0
1981,02B,05金,03夜間,364.83,01男,03青年,19,764,0
1989,02B,06土,01朝,296.53,01男,03青年,20,293,0
1992,02B,02火,03夜間,387.7,01男,05壮年,67,1388,0
1996,02B,01月,03夜間,1064.05,01男,03青年,28,987,0
1997,02B,03水,02日中,78.11,01男,04中年,40,844,0
2004,02B,04木,03夜間,417.48,01男,03青年,20,635,0
2009,02B,07日,03夜間,430.98,01男,03青年,20,454,0
2017,02B,03水,03夜間,495.71,01男,04中年,36,1181,0
2022,02B,04木,03夜間,1140.1,01男,04中年,57,629,0
2025,02B,03水,03夜間,153.18,01男,03青年,21,311,0
2030,02B,02火,01朝,578.55,01男,03青年,21,466,0
2031,02B,05金,03夜間,213,01男,02中高生,13,77,0
2034,02B,05金,03夜間,807.3,01男,05壮年,79,1480,0
2035,02B,05金,03夜間,1954,01男,01小児,11,133,0
2036,02B,06土,01朝,391.17,01男,05壮年,69,663,0
2039,02B,02火,03夜間,340.73,01男,03青年,30,161,0
2046,02B,04木,03夜間,40.1,01男,03青年,20,903,0
2055,02B,03水,03夜間,1036.3,01男,04中年,55,602,0
2066,02B,02火,02日中,1081.75,01男,02中高生,18,286,0
2067,02B,06土,03夜間,1449,01男,01小児,11,76,0
2071,02B,02火,01朝,540.93,01男,02中高生,17,641,0
2092,02B,02火,03夜間,519.09,01男,04中年,41,1152,0
2094,02B,05金,01朝,439.21,01男,04中年,38,339,0
2097,02B,05金,03夜間,742.51,01男,02中高生,14,406,0
2111,02B,02火,02日中,757.92,01男,04中年,40,496,0
2125,02B,01月,02日中,733.33,01男,05壮年,81,510,0
2129,02B,05金,03夜間,340.74,01男,04中年,43,819,0
2131,02B,07日,03夜間,921.78,01男,03青年,26,1123,0
2135,02B,05金,01朝,44.29,01男,03青年,19,189,0
2152,02B,05金,02日中,790.99,01男,04中年,57,218,0
2159,02B,01月,03夜間,347.8,01男,04中年,48,1298,0
2160,02B,01月,03夜間,595.06,01男,05壮年,94,753,0
2162,02B,04木,02日中,710.08,01男,02中高生,18,382,0
2163,02B,06土,01朝,161.64,01男,04中年,48,302,0
2164,02B,03水,02日中,803.41,01男,01小児,12,309,0
2168,02B,04木,03夜間,1284,01男,01小児,10,605,0
2171,02B,02火,01朝,1193.76,01男,02中高生,16,393,0
2178,02B,07日,03夜間,378.36,01男,04中年,50,731,0
2179,02B,04木,01朝,1068.45,01男,04中年,60,491,0
2191,02B,04木,01朝,82.18,01男,04中年,50,192,0
2195,02B,02火,03夜間,468.45,01男,05壮年,69,1178,0
2196,02B,07日,02日中,697.43,01男,03青年,21,911,0
2209,02B,07日,02日中,863.49,01男,01小児,11,350,0
2210,02B,06土,02日中,1443.03,01男,02中高生,18,537,0
2213,02B,03水,03夜間,459.55,01男,04中年,36,612,0
2214,02B,07日,02日中,660.33,01男,03青年,23,231,0
2218,02B,01月,03夜間,212.83,01男,05壮年,66,458,0
2219,02B,06土,03夜間,67.63,01男,04中年,38,213,0
2220,02B,03水,01朝,323.98,01男,04中年,38,903,0
2226,02B,01月,02日中,481.66,01男,01小児,10,369,0
2227,02B,02火,01朝,461.58,01男,04中年,50,264,0
2232,02B,01月,02日中,1199.18,01男,05壮年,78,332,0
2235,02B,07日,02日中,1049.45,01男,02中高生,17,292,0
2240,02B,05金,02日中,1437.37,01男,01小児,10,507,0
2245,02B,02火,01朝,1196.45,01男,04中年,53,1027,0
2254,02B,07日,03夜間,118.59,01男,04中年,46,1088,0
2265,02B,04木,03夜間,359.85,01男,03青年,20,689,0
2272,02B,06土,02日中,227.41,01男,02中高生,17,555,0
2280,02B,04木,02日中,1116.14,01男,04中年,54,333,0
2281,02B,01月,03夜間,458.19,01男,03青年,20,810,0
2289,02B,02火,03夜間,245.88,01男,04中年,42,269,0
2290,02B,05金,03夜間,317.84,01男,04中年,38,227,0
2291,02B,07日,01朝,170.99,01男,02中高生,15,657,0
2293,02B,01月,03夜間,177.78,01男,03青年,29,568,0
2302,02B,06土,02日中,397.68,01男,02中高生,18,419,0
2306,02B,05金,03夜間,126.55,01男,03青年,31,429,0
2308,02B,01月,01朝,555.52,01男,03青年,28,932,0
2315,02B,05金,01朝,939.52,01男,05壮年,61,348,0
2321,02B,06土,02日中,253.56,01男,02中高生,15,360,0
2327,02B,07日,02日中,1085.93,01男,04中年,57,192,0
2333,02B,01月,03夜間,507,01男,02中高生,18,757,0
2339,02B,04木,03夜間,419.42,01男,03青年,23,450,0
2344,02B,02火,03夜間,162.47,01男,04中年,47,1377,0
2348,02B,06土,02日中,133.08,01男,05壮年,69,844,0
2352,02B,03水,01朝,676.57,01男,04中年,51,243,0
2358,02B,01月,01朝,174.54,01男,04中年,47,569,0
2364,02B,07日,03夜間,455.27,01男,03青年,22,527,0
2369,02B,05金,02日中,482.97,01男,03青年,30,278,0
2379,02B,04木,01朝,87.92,01男,04中年,48,866,0
2381,02B,06土,01朝,158.87,01男,03青年,22,524,0
2382,02B,04木,02日中,687.74,01男,04中年,56,79,0
2383,02B,02火,02日中,847.45,01男,03青年,35,333,0
2388,02B,07日,03夜間,201.59,01男,05壮年,70,1316,0
2403,02B,02火,03夜間,409.76,01男,04中年,57,1527,0
2423,02B,06土,03夜間,197.29,01男,04中年,46,1185,0
2425,02B,02火,03夜間,873,01男,02中高生,15,528,0
2426,02B,04木,03夜間,144.41,01男,03青年,30,122,0
2428,02B,01月,03夜間,455.67,01男,03青年,22,718,0
2429,02B,04木,03夜間,314.83,01男,03青年,26,654,0
2431,02B,01月,03夜間,224.29,01男,04中年,49,301,0
2450,02B,07日,02日中,325.18,01男,03青年,19,844,0
2454,02B,02火,03夜間,922.87,01男,05壮年,71,1253,0
2466,02B,03水,03夜間,408.7,01男,03青年,19,667,0
2479,02B,03水,03夜間,184.6,01男,03青年,20,394,0
2492,02B,02火,03夜間,489,01男,02中高生,17,789,0
2503,02B,04木,01朝,108.05,01男,03青年,21,222,0
2505,02B,05金,02日中,248.06,01男,04中年,50,618,0
2507,02B,07日,03夜間,459.97,01男,04中年,48,1505,0
2508,02B,07日,02日中,915.76,01男,03青年,27,456,0
2509,02B,01月,03夜間,179.87,01男,03青年,19,723,0
2511,02B,04木,03夜間,663.9,01男,03青年,23,1671,0
2522,02B,05金,01朝,925.77,01男,02中高生,16,316,0
2526,02B,01月,03夜間,577,01男,02中高生,18,272,0
2529,02B,04木,03夜間,960,01男,02中高生,15,428,0
2534,02B,07日,03夜間,863,01男,02中高生,14,159,0
2538,02B,03水,02日中,1098.13,01男,05壮年,61,467,0
2542,02B,03水,01朝,391.78,01男,04中年,39,627,0
2545,02B,03水,03夜間,331.85,01男,03青年,19,447,0
2555,02B,03水,03夜間,504.29,01男,03青年,21,350,0
2562,02B,05金,02日中,808.86,01男,03青年,29,372,0
2565,02B,04木,02日中,185.97,01男,01小児,5,659,0
2590,02B,03水,03夜間,664.71,01男,03青年,31,1545,0
2596,02B,01月,02日中,1123.41,01男,04中年,57,378,0
2598,02B,01月,03夜間,265.86,01男,04中年,42,776,0
2603,02B,04木,01朝,997.38,01男,05壮年,67,449,0
2604,02B,01月,02日中,826.6,01男,04中年,56,253,0
2607,02B,01月,03夜間,1652,01男,02中高生,15,563,0
2613,02B,07日,01朝,1124.72,01男,05壮年,64,281,0
2618,02B,02火,03夜間,154.24,01男,05壮年,66,328,0
2639,02B,04木,01朝,1036.23,01男,04中年,47,656,0
2640,02B,03水,03夜間,496.67,01男,04中年,48,996,0
2652,02B,03水,02日中,513.78,01男,05壮年,63,542,0
2653,02B,02火,03夜間,804,01男,02中高生,15,201,0
2658,02B,03水,03夜間,1530,01男,01小児,10,272,0
2662,02B,07日,01朝,433.81,01男,02中高生,14,651,0
2672,02B,05金,01朝,463.88,01男,03青年,21,498,0
2674,02B,06土,03夜間,1211,01男,02中高生,17,500,0
2677,02B,03水,03夜間,389.26,01男,04中年,38,1077,0
2686,02B,06土,02日中,999.8,01男,02中高生,15,371,0
2697,02B,05金,03夜間,564.17,01男,04中年,40,861,0
2702,02B,03水,02日中,73.65,01男,05壮年,62,618,0
2707,02B,07日,01朝,95.07,01男,04中年,39,105,0
2714,02B,07日,01朝,333.27,01男,05壮年,61,288,0
2717,02B,03水,03夜間,854.23,01男,05壮年,99,234,0
2720,02B,03水,01朝,143.46,01男,05壮年,61,508,0
2727,02B,04木,02日中,619.87,01男,04中年,47,337,0
2729,02B,03水,02日中,1010.18,01男,04中年,36,112,0
2739,02B,05金,03夜間,1149.73,01男,05壮年,78,1309,0
2741,02B,07日,03夜間,712,01男,01小児,12,344,0
2763,02B,07日,02日中,1112.66,01男,04中年,58,221,0
2767,02B,07日,02日中,910.68,01男,03青年,28,438,0
2775,02B,05金,03夜間,313,01男,01小児,10,711,0
2776,02B,05金,03夜間,385.82,01男,04中年,50,724,0
2785,02B,02火,02日中,449.66,01男,01小児,8,360,0
2786,02B,04木,03夜間,983,01男,02中高生,14,1301,0
2788,02B,07日,02日中,1390.78,01男,01小児,12,317,0
2794,02B,07日,02日中,790.8,01男,01小児,11,585,0
2814,02B,02火,03夜間,996.77,01男,04中年,53,1755,0
2815,02B,06土,02日中,1170.71,01男,03青年,26,379,0
2816,02B,02火,03夜間,868.5,01男,03青年,25,1464,0
2833,02B,03水,02日中,1116.23,01男,04中年,55,102,0
2836,02B,03水,03夜間,219.67,01男,03青年,27,107,0
2844,02B,02火,02日中,321.08,01男,03青年,35,609,0
2851,02B,04木,03夜間,259.99,01男,05壮年,62,1079,0
2859,02B,04木,02日中,538.17,01男,04中年,39,693,0
2880,02B,03水,01朝,194.54,01男,03青年,19,726,0
2890,02B,02火,03夜間,498.77,01男,05壮年,62,1403,0
2897,02B,06土,02日中,368.06,01男,02中高生,18,267,0
2912,02B,07日,01朝,564.4,01男,03青年,25,821,0
2913,02B,01月,03夜間,240.94,01男,04中年,50,587,0
